PERNOD RICARD SA;L'OREAL;VINCI SA;BANCO BILBAO VIZCAYA ARGENTA;BANCO SANTANDER SA;ASML HOLDING NV;KONINKLIJKE PHILIPS NV;TELEFONICA SA;TOTAL SE;AIR LIQUIDE SA;AXA SA;BNP PARIBAS;DANONE;VIVENDI SE;ESSILORLUXOTTICA;LVMH MOET HENNESSY LOUIS VUI;KERING;AMADEUS IT GROUP SA;SAFRAN SA;KONINKLIJKE AHOLD DELHAIZE N;UNILEVER PLC;IBERDROLA SA;ING GROEP NV;LINDE PLC;INDUSTRIA DE DISENO TEXTIL;INTESA SANPAOLO;ENI SPA;ENGIE;ORANGE;ANHEUSER-BUSCH INBEV SA/NV;SANOFI;SOCIETE GENERALE SA;ENEL SPA;NOKIA OYJ;SCHNEIDER ELECTRIC SE;ALLIANZ SE-REG;AIRBUS SE;BAYER AG-REG;BAYERISCHE MOTOREN WERKE AG;CRH PLC;BASF SE;SIEMENS AG-REG;VOLKSWAGEN AG-PREF;MUENCHENER RUECKVER AG-REG;FRESENIUS SE & CO KGAA;SAP SE;ADIDAS AG;DEUTSCHE TELEKOM AG-REG;DEUTSCHE POST AG-REG;MERCEDES-BENZ GROUP AG;DEUTSCHE BOERSE AG
166.6;245.4;98.8;4.8075;3.9205;232.2;39.155;7.079;46.405;118.5;23.76;47.25;79.08;24.91;136.5;378.1;482.05;67.1;140.4;23.04;54.01;9.16;10.214;178.5;28.75;2.2385;13.816;15.005;14.88;83.66;82.68;25.98;6.805;4.622;81.78;213.65;119.32;66.21;67.13;31.75;66.21;100.72;169.78;245.1;44.32;116.64;281.6;15.708;30.395;48.8;142.1
159.65;244.3;97.22;4.727;3.858;229.0;39.07;7.047;46.215;117.05;23.835;46.98;78.58;25.17;134.45;374.75;477.65;66.74;140.4;23.125;54.45;9.094;10.15;177.3;28.54;2.2315;13.744;14.88;14.87;83.6;83.72;26.03;6.77;4.714;82.2;215.35;119.84;65.97;67.91;31.5;66.13;98.92;170.18;245.1;44.49;116.0;282.0;15.842;30.52;49.125;142.65
161.0;240.7;96.54;4.7785;3.87;228.0;39.07;7.068;46.335;117.5;23.93;46.99;71.96;25.42;134.8;375.05;469.65;65.5;140.85;22.98;54.07;9.122;10.162;175.85;28.45;2.2345;13.78;14.95;14.925;83.54;82.8;26.03;6.768;4.714;81.78;218.1;120.4;65.24;67.41;31.41;66.31;99.77;169.34;247.9;43.365;115.82;281.35;15.932;30.76;48.425;143.0
159.1;237.8;97.16;4.892;3.9655;232.95;39.45;7.097;46.48;116.55;24.11;47.81;72.12;24.92;133.2;374.6;475.85;66.18;138.0;22.845;53.51;9.06;10.362;174.45;28.52;2.253;13.838;14.77;14.875;83.7;82.8;26.545;6.828;4.709;83.28;219.3;122.0;65.73;67.84;31.76;67.61;101.94;170.88;248.2;43.825;118.74;281.35;15.982;31.3;49.2;139.7
156.95;239.2;96.8;4.887;3.965;231.8;38.98;7.148;47.185;116.1;24.09;47.82;72.88;24.95;132.75;376.65;478.05;65.4;139.05;22.795;53.71;9.106;10.35;172.3;28.29;2.275;13.954;14.96;14.935;82.84;82.07;26.455;6.838;4.713;83.92;220.6;121.86;65.0;68.47;31.53;67.24;103.2;171.02;249.1;42.64;119.5;280.15;16.142;31.65;49.645;140.95
157.5;239.1;96.68;4.908;3.9865;230.05;39.125;7.218;47.32;117.0;24.135;47.955;73.4;24.89;132.4;375.0;480.35;65.36;138.1;22.74;53.14;9.132;10.326;174.6;28.05;2.27;14.072;14.97;14.915;82.22;81.97;26.49;6.745;4.718;84.16;221.35;120.16;66.5;68.66;32.25;67.79;103.68;171.62;250.4;43.3;118.46;274.0;16.254;31.92;50.42;139.6
159.75;241.9;98.32;4.886;3.9495;237.3;39.455;7.168;47.5;116.5;24.37;47.825;74.02;25.04;133.45;377.05;472.7;66.32;139.2;22.85;53.0;9.204;10.332;174.45;28.15;2.271;14.138;15.115;14.73;82.85;83.52;26.185;6.853;3.6165;83.8;222.9;122.26;67.25;69.03;32.51;70.08;103.78;175.0;250.3;43.39;118.88;273.15;15.992;32.105;52.06;142.35
159.3;243.3;100.65;4.885;3.982;237.85;39.665;7.153;47.695;116.8;24.305;47.69;73.96;24.88;134.55;383.95;514.0;67.06;139.3;22.815;53.24;9.216;10.376;175.9;28.28;2.2725;14.04;14.925;14.68;73.68;83.4;26.205;6.88;3.4545;83.86;221.55;123.52;66.54;69.43;32.99;70.62;104.4;172.36;250.1;43.44;119.22;275.15;16.006;32.02;52.88;141.65
159.1;243.0;99.26;4.882;3.979;240.75;39.145;7.112;47.85;117.3;24.26;48.03;73.7;25.16;134.45;382.1;510.0;67.12;139.6;22.465;52.19;9.182;10.336;176.8;28.34;2.2785;13.938;14.86;14.545;73.12;83.38;26.35;6.864;3.293;85.0;222.1;124.68;66.38;69.89;33.14;69.99;105.12;176.12;250.3;43.77;119.7;278.6;15.904;32.09;53.55;144.0
160.2;244.6;100.4;4.8565;3.9665;239.55;38.485;6.92;47.67;117.3;24.15;48.0;74.36;25.04;133.65;380.25;510.5;66.54;142.4;22.545;52.49;9.15;10.332;180.55;28.49;2.272;13.828;14.8;14.17;72.19;84.17;26.33;6.872;3.215;85.0;221.9;125.76;65.93;69.83;33.39;70.0;105.5;173.3;250.8;45.77;118.9;276.0;15.66;32.095;53.45;140.55
163.65;263.1;99.78;4.7345;3.7095;237.5;38.815;6.867;47.665;117.2;23.83;46.93;74.82;25.0;135.05;384.45;510.9;66.02;142.8;22.495;52.95;9.128;10.142;177.7;28.5;2.2485;13.698;14.83;14.325;72.53;84.98;25.68;6.903;3.242;83.92;220.7;129.98;67.28;69.29;33.02;68.81;104.66;174.58;250.8;46.62;119.4;277.95;15.718;31.94;53.1;140.85
165.5;261.8;100.6;4.723;3.594;235.0;39.27;6.875;47.135;119.1;23.685;46.81;74.36;24.96;136.8;382.5;510.2;66.34;141.85;22.325;52.95;9.208;10.128;177.25;27.95;2.246;13.57;14.995;14.44;72.04;82.62;25.45;6.94;3.2935;83.26;219.0;128.42;69.58;68.71;32.68;68.23;103.38;170.7;249.0;47.125;118.8;276.85;15.768;31.75;52.41;138.95
164.2;260.4;101.75;4.733;3.61;239.75;39.605;6.914;47.75;118.45;23.83;47.17;73.98;25.0;136.05;389.25;515.0;67.18;143.1;22.38;52.7;9.176;10.196;177.8;28.24;2.273;13.704;14.85;14.395;71.32;81.57;25.86;6.931;3.28;84.12;219.65;129.98;69.9;69.44;33.04;69.0;104.94;172.7;249.5;47.775;119.62;280.0;15.616;32.16;52.7;139.8
163.45;260.5;102.4;4.878;3.728;244.85;39.985;6.933;48.515;119.1;24.08;48.45;73.62;25.01;136.3;397.5;525.5;67.64;143.5;22.53;52.5;9.136;10.378;179.8;28.21;2.306;13.974;14.89;14.39;71.03;82.7;26.565;6.968;3.2525;85.64;222.05;130.84;71.28;71.6;33.34;70.29;107.46;177.72;250.7;48.29;120.82;286.1;15.666;32.48;53.15;137.15
163.0;263.2;101.15;4.954;3.783;246.5;39.77;6.866;49.305;119.5;24.225;49.1;73.5;25.03;135.75;400.25;525.8;66.98;142.7;23.115;52.99;9.04;10.552;180.4;28.09;2.34;14.198;14.715;14.325;71.53;82.76;26.97;6.91;3.23;86.62;221.6;130.12;71.64;72.8;33.5;71.03;108.38;178.2;249.6;48.38;120.36;281.35;15.636;32.67;53.32;135.15
165.45;265.0;100.8;4.904;3.7675;243.05;39.805;6.745;49.325;119.9;24.31;49.87;74.58;24.78;135.0;399.55;522.1;68.58;146.35;24.27;54.2;9.048;10.59;181.9;28.48;2.3375;14.164;14.905;14.4;71.77;83.28;27.89;6.899;3.2865;86.68;223.8;131.04;71.71;73.51;33.28;71.37;108.36;179.66;251.7;48.67;122.08;266.3;15.676;32.48;52.61;136.55
164.75;263.8;100.15;4.989;3.846;243.45;40.055;6.864;49.59;119.1;25.0;51.34;73.68;24.97;135.35;404.0;524.1;71.08;145.65;24.06;53.91;8.876;10.878;182.3;28.28;2.356;14.176;14.245;14.395;70.92;82.36;28.685;6.752;3.2455;87.08;225.1;132.28;71.59;74.45;33.4;71.48;113.66;184.24;251.8;49.02;122.7;274.5;15.356;32.925;53.79;134.6
167.4;264.3;100.15;4.958;3.762;242.05;39.93;6.856;49.295;119.55;25.38;50.71;73.9;24.88;135.05;403.0;519.6;71.46;145.5;24.16;54.36;8.968;10.746;184.1;27.52;2.343;14.19;14.185;14.285;71.1;83.0;28.39;6.866;3.226;87.46;219.0;132.96;70.63;75.04;33.14;70.98;113.8;181.68;253.4;48.4;123.26;272.0;15.44;32.745;53.45;135.4
169.2;263.0;100.95;4.9435;3.74;241.85;39.955;6.905;49.41;118.75;25.275;50.52;74.06;25.0;135.1;403.25;520.6;71.54;146.55;24.41;54.04;8.898;10.74;183.75;27.6;2.357;14.136;14.16;14.31;71.2;83.17;28.76;6.86;3.21;87.06;220.1;132.86;70.5;75.03;33.07;70.37;112.54;181.5;254.1;48.425;123.54;269.8;15.298;32.76;53.43;135.8
168.05;261.4;101.45;4.9165;3.7005;243.6;39.775;6.855;49.445;118.6;25.31;50.87;74.08;24.9;135.3;403.4;533.5;71.08;148.7;24.305;53.93;8.868;10.806;186.6;27.12;2.378;14.254;14.25;14.52;71.89;83.84;28.76;6.983;3.2045;87.6;218.9;134.68;70.4;74.87;33.39;71.07;114.48;182.94;254.8;48.545;123.34;269.45;15.352;34.01;53.92;136.45
169.65;262.2;100.6;4.7565;3.5715;244.4;39.81;6.705;49.41;119.75;25.21;50.15;75.18;24.75;137.85;401.85;535.6;71.8;148.4;23.97;54.15;8.836;10.56;188.85;27.39;2.345;14.182;14.345;14.465;72.27;82.97;28.155;6.93;3.187;87.46;218.0;135.5;70.5;73.66;33.69;70.05;114.58;181.0;253.8;47.985;122.12;266.9;15.28;34.005;53.54;136.2
169.65;262.2;101.65;4.74;3.548;243.9;40.145;6.682;49.08;119.45;25.21;50.34;74.9;24.62;138.65;403.75;537.0;71.82;148.95;23.97;53.7;8.802;10.472;189.45;27.65;2.326;14.136;14.41;14.3;71.98;81.68;28.22;6.875;3.034;87.38;217.25;135.86;70.37;73.41;33.53;70.21;114.76;179.92;254.6;47.72;121.56;265.3;15.128;34.2;51.14;136.55
170.05;261.5;102.05;4.7675;3.574;249.0;40.945;6.759;49.275;121.4;25.235;50.63;75.18;24.81;139.15;405.5;545.8;71.98;149.9;24.13;53.48;8.82;10.554;189.0;27.98;2.338;14.22;14.37;14.5;72.15;83.08;28.475;6.862;3.118;88.14;218.85;136.4;70.43;74.55;33.73;70.49;115.0;183.46;256.4;48.165;122.6;267.45;15.194;34.335;50.68;137.1
171.0;262.3;101.9;4.7355;3.54;248.3;40.955;6.696;49.025;122.2;25.15;50.59;74.92;24.9;139.8;402.25;540.9;71.7;149.0;24.125;53.67;8.93;10.488;189.25;28.1;2.35;14.11;14.34;14.77;72.5;84.41;28.27;6.898;3.129;88.06;218.05;134.4;70.25;73.18;33.71;69.86;114.4;175.94;256.9;48.39;122.06;270.95;15.208;34.12;50.23;137.75
170.45;260.8;101.25;4.762;3.553;244.95;41.105;6.728;48.86;121.35;25.13;50.75;74.64;24.78;140.05;398.2;549.5;71.88;148.65;24.02;53.54;8.914;10.532;188.5;27.64;2.3475;13.97;14.2;14.635;71.72;83.11;28.375;6.83;3.107;87.28;218.7;135.3;70.19;73.52;33.63;69.78;114.44;177.32;256.7;48.665;122.66;272.15;15.156;34.435;50.16;138.1
168.0;258.6;100.5;4.726;3.5375;244.65;41.09;6.706;48.76;120.95;25.005;51.1;74.16;24.86;138.95;398.2;549.4;71.56;148.65;24.085;53.23;8.898;10.424;187.0;27.34;2.345;14.012;14.17;14.685;71.16;82.88;28.315;6.804;3.066;86.42;217.85;135.1;69.15;73.32;33.45;69.58;114.82;175.5;257.8;48.385;122.26;273.0;15.1;34.12;50.1;137.55
167.25;255.5;100.65;4.761;3.5685;242.8;40.87;6.673;48.855;120.75;25.0;51.5;73.86;24.86;137.8;394.5;541.3;70.96;149.35;24.09;52.71;8.868;10.382;187.2;27.55;2.354;14.042;14.02;14.725;70.89;84.9;28.23;6.775;3.07;85.8;217.6;134.04;68.5;73.6;33.24;69.45;114.84;176.34;256.5;48.35;122.36;273.0;15.06;33.965;51.03;136.5
166.5;255.4;99.64;4.7975;3.6115;243.1;41.04;6.765;49.105;121.95;25.02;51.55;74.28;24.95;138.55;396.25;541.4;70.96;149.25;23.85;52.65;8.874;10.52;185.8;27.49;2.3435;13.996;14.04;14.825;71.43;84.0;28.64;6.75;3.1195;86.4;218.5;133.7;68.53;74.07;33.77;69.68;114.78;177.08;254.9;48.98;122.8;273.0;15.098;33.905;52.03;136.75
165.3;255.4;100.0;4.8155;3.635;245.7;41.46;6.759;48.935;122.05;25.035;51.47;74.58;25.0;140.05;404.25;544.0;71.46;149.5;23.91;52.49;8.898;10.514;185.75;27.72;2.3525;14.048;14.2;14.86;71.95;85.03;28.61;6.84;3.1645;87.48;218.65;134.58;69.62;74.18;34.07;69.95;116.42;177.0;256.7;49.71;123.36;274.95;15.078;33.915;52.75;137.55
165.95;257.3;100.15;4.7915;3.5935;246.5;41.865;6.676;48.125;122.0;24.92;51.03;74.86;24.9;141.15;407.35;546.2;71.9;149.0;23.82;53.22;8.896;10.376;186.0;27.92;2.342;13.932;14.26;15.01;71.48;84.5;28.485;6.899;3.1325;88.24;217.2;135.68;69.03;73.81;35.06;69.19;117.7;175.88;256.4;49.685;122.4;278.55;15.052;33.85;52.52;138.3
167.0;257.9;99.74;4.8285;3.6035;246.2;42.125;6.777;48.035;121.8;24.805;51.36;74.64;24.97;141.05;408.65;547.9;72.16;148.7;23.875;53.39;8.928;10.5;186.55;27.9;2.3275;13.89;14.38;15.01;71.55;84.38;28.555;6.903;3.1695;88.44;218.35;133.94;69.7;74.74;35.15;68.83;117.52;177.88;258.6;49.725;123.04;281.95;15.252;33.72;52.43;139.35
166.2;257.0;98.9;4.807;3.567;245.95;42.1;6.856;47.99;122.15;24.835;51.04;74.62;24.92;140.1;406.75;551.9;72.04;148.45;23.71;53.51;8.916;10.472;186.0;28.23;2.31;13.8;14.34;14.9;71.7;84.46;28.345;6.871;3.1835;88.34;218.8;133.62;68.94;73.62;34.9;68.75;117.34;176.7;260.4;49.575;122.52;281.95;15.212;33.715;51.96;138.55
166.7;258.7;98.98;4.7815;3.537;247.0;42.145;6.952;47.64;123.05;24.695;50.97;74.72;24.92;141.0;407.3;546.7;72.3;148.45;23.385;53.8;8.928;10.444;186.9;28.26;2.3005;13.714;14.36;15.0;71.87;84.51;28.56;6.856;3.2115;87.6;217.35;133.4;68.7;73.3;34.73;68.22;117.12;175.48;260.6;49.64;123.48;282.75;15.236;33.84;51.2;139.25
162.2;251.7;96.84;4.6935;3.482;238.65;41.24;6.796;47.08;119.6;24.415;50.35;73.24;24.54;136.4;396.55;540.4;71.42;144.85;23.07;53.26;8.594;10.32;180.4;27.67;2.271;13.572;14.06;14.38;71.33;82.52;28.42;6.605;3.141;86.5;213.55;129.78;67.56;71.91;34.35;67.58;116.2;174.78;255.8;48.64;119.44;275.05;14.906;33.285;49.855;135.6
162.65;251.0;96.72;4.657;3.4515;236.6;41.3;6.717;46.635;118.9;24.26;49.5;72.8;24.38;135.4;390.7;530.3;71.86;143.55;23.125;53.37;8.6;10.11;181.4;27.9;2.245;13.48;14.2;14.37;71.03;82.07;27.995;6.677;3.151;86.1;213.3;124.06;67.67;71.81;33.91;67.38;116.92;174.3;255.5;49.32;120.16;278.1;14.918;33.305;49.245;136.65
161.5;253.1;98.1;4.729;3.5525;242.75;41.705;6.843;47.21;120.8;24.535;50.29;73.2;24.36;136.3;396.0;538.1;72.3;145.15;23.175;53.84;8.672;10.318;184.9;28.04;2.291;13.652;14.4;13.7;71.44;83.89;28.855;6.73;3.1855;88.12;216.0;127.98;69.32;72.76;34.44;68.35;117.94;175.16;258.9;50.2;122.08;277.85;15.032;33.79;49.6;138.4
161.25;251.2;97.16;4.724;3.537;244.35;41.805;6.785;47.13;121.35;24.635;50.26;73.28;24.46;137.65;396.2;540.0;72.16;146.15;23.29;53.51;8.664;10.316;182.6;28.04;2.288;13.644;14.495;13.56;70.57;83.13;29.095;6.723;3.1505;88.7;214.2;127.0;68.98;72.81;34.44;67.87;116.14;174.94;257.5;49.845;121.24;276.1;15.01;33.645;49.26;137.35
163.2;256.7;98.24;4.783;3.585;252.6;42.61;6.868;47.955;122.4;24.85;50.94;74.48;24.7;138.75;401.35;549.1;72.76;148.4;23.735;54.38;8.772;10.426;185.55;28.92;2.3135;13.77;14.6;13.59;71.8;83.56;29.355;6.775;;90.58;217.1;127.04;69.18;73.79;35.09;68.29;116.8;176.6;259.4;49.42;122.2;279.2;15.064;34.08;49.455;137.4
162.7;254.2;97.94;4.756;3.589;251.95;42.75;6.761;47.585;122.65;24.8;50.77;74.02;24.9;137.3;399.25;544.1;72.48;148.0;23.5;54.47;8.794;10.478;185.35;28.73;2.297;13.626;14.44;13.46;71.33;81.86;29.33;6.677;3.1255;90.26;216.0;124.94;68.77;73.18;34.9;67.79;116.02;175.82;260.5;49.555;121.94;273.9;15.024;34.045;49.055;137.0
162.5;255.5;98.58;4.76;3.583;251.75;42.59;6.743;47.645;122.25;24.63;50.27;73.7;24.8;139.05;396.8;546.4;72.18;146.35;23.25;54.41;8.792;10.406;184.85;28.62;2.304;13.666;14.415;13.335;70.68;86.66;29.16;6.731;3.13;89.48;215.55;124.22;69.0;73.2;34.82;67.35;115.36;175.7;260.2;49.795;121.74;275.05;14.892;33.965;48.755;136.2
162.6;254.4;98.98;4.7645;3.5615;254.15;42.675;6.761;47.395;122.35;24.54;50.4;74.24;24.85;138.9;399.6;544.9;71.76;146.8;22.8;54.0;8.948;10.43;185.75;30.12;2.311;13.592;14.64;13.335;71.01;87.95;29.25;6.805;3.14;90.46;216.1;124.0;69.1;74.21;35.1;67.55;117.2;178.24;261.5;50.02;121.4;278.4;14.896;34.275;49.495;138.2
161.5;256.3;98.26;4.921;3.688;255.45;42.47;6.693;47.625;122.85;24.76;51.65;73.36;24.98;139.0;398.2;552.0;71.52;145.65;22.465;53.77;8.91;10.644;187.8;30.16;2.3525;13.65;14.5;13.38;70.1;88.51;30.105;6.846;3.2295;92.02;218.25;124.16;69.8;74.81;35.35;68.09;117.88;179.58;263.8;50.32;122.12;278.2;14.778;34.22;49.92;137.65
161.0;256.3;98.26;4.9495;3.711;259.85;42.515;6.726;47.82;123.75;24.78;52.05;73.38;25.21;140.6;403.8;562.0;72.66;144.75;22.44;54.18;8.998;10.7;187.6;30.55;2.328;13.604;14.585;13.275;70.21;89.15;30.295;6.925;3.2165;92.5;219.7;125.9;71.01;75.87;35.72;68.38;117.78;183.3;263.9;50.81;124.16;278.6;14.762;34.62;50.63;137.75
161.15;261.2;99.22;5.065;3.7985;263.0;42.84;6.851;48.28;124.75;24.96;53.2;73.9;25.43;141.75;409.7;578.6;72.78;141.55;22.55;54.99;9.08;10.858;189.05;31.1;2.3465;13.624;14.645;13.345;71.77;90.6;30.76;6.94;3.2555;93.74;221.2;129.22;71.59;75.89;36.09;68.85;119.9;182.24;265.2;51.03;124.72;285.8;14.884;34.905;50.86;140.75
160.3;256.0;98.88;5.048;3.7655;263.0;43.245;6.621;48.785;124.35;25.06;53.08;73.08;25.4;140.5;402.65;573.8;73.14;139.4;22.34;51.45;9.158;10.89;187.95;31.03;2.363;13.702;14.73;13.445;71.23;89.6;30.755;7.01;3.2655;92.26;222.6;131.5;70.06;74.99;35.58;67.25;118.24;181.1;267.3;50.0;120.56;286.9;14.86;34.79;51.05;140.05
160.1;255.9;97.58;5.095;3.7965;263.6;43.445;6.579;48.61;124.6;25.09;53.27;74.02;25.33;139.7;400.85;578.5;72.86;139.0;22.51;50.95;9.164;10.968;186.75;31.1;2.366;13.818;14.485;13.275;72.1;90.0;30.91;6.982;3.267;91.8;221.1;130.72;70.84;75.16;35.81;67.02;116.88;179.68;265.2;49.385;119.58;289.65;14.742;34.375;50.31;139.7
159.0;258.9;97.38;5.154;3.796;261.1;43.31;6.478;49.0;125.1;25.04;53.51;73.98;25.4;138.4;402.25;577.8;72.48;139.85;22.72;51.18;9.12;10.894;187.6;31.27;2.38;13.846;14.5;13.255;72.17;90.09;31.075;7.001;3.25;91.6;218.95;130.82;71.01;74.1;35.53;67.29;117.44;177.1;265.9;49.52;119.56;288.35;14.734;34.24;49.91;137.75
160.35;264.7;99.38;5.142;3.8225;264.6;43.87;6.533;49.07;126.9;25.405;53.56;74.86;25.84;137.5;410.5;580.1;72.2;140.25;22.52;51.68;9.268;10.924;191.5;31.43;2.405;13.974;14.75;13.305;74.06;90.86;31.4;7.206;3.2765;92.38;220.75;131.88;71.5;74.15;35.78;67.94;118.14;176.96;266.1;50.01;120.94;291.45;14.802;34.485;49.97;141.5
161.2;265.3;99.6;5.09;3.765;266.4;43.87;6.454;49.355;126.45;25.39;53.11;74.74;25.93;138.15;413.8;582.0;72.76;140.85;22.61;51.82;9.28;10.808;190.9;31.66;2.4005;14.016;14.655;13.25;74.25;90.71;31.19;7.175;3.284;92.3;220.6;132.78;73.6;73.54;35.86;67.54;117.52;176.16;266.7;49.905;120.76;291.1;14.72;34.015;49.785;139.95
162.55;264.5;98.76;5.061;3.755;264.9;44.04;6.412;49.475;126.0;25.26;52.98;74.34;25.99;138.6;414.1;587.4;73.7;140.85;22.775;51.45;9.246;10.81;;31.77;;;14.62;13.28;74.1;90.63;31.175;;;92.2;;133.14;;;35.95;;;;;;;;;;;
162.0;266.1;99.54;5.039;3.7565;266.9;43.96;6.414;49.29;126.85;25.21;52.97;74.5;25.92;139.15;417.6;590.7;73.64;139.85;22.75;51.93;9.322;10.77;191.15;32.15;2.355;14.0;14.69;13.195;74.48;90.84;31.08;7.138;3.28;92.5;220.6;133.28;73.21;73.51;36.25;67.9;118.24;176.66;265.4;50.16;121.4;292.5;14.716;34.405;49.84;140.55
161.3;263.2;98.98;5.005;3.7425;262.9;43.575;6.32;49.185;125.95;25.095;52.73;74.0;25.77;134.9;414.6;586.3;72.92;137.1;22.605;51.46;9.284;10.7;190.8;31.75;2.3485;13.846;14.515;13.13;73.73;89.75;30.975;7.072;3.296;91.54;218.4;130.0;72.81;73.14;35.65;67.35;116.54;176.24;263.0;50.18;120.32;289.8;14.57;34.01;49.37;140.15
159.4;264.0;99.0;4.983;3.73;263.7;43.52;6.227;49.2;126.2;25.11;52.83;73.9;25.82;135.8;414.2;585.2;72.8;137.65;22.295;51.23;9.18;10.688;;31.45;;;14.4;13.12;72.71;89.62;31.015;;;91.5;;130.48;;;35.67;;;;;;;;;;;
160.35;264.2;99.84;5.11;3.866;269.4;43.975;6.332;49.815;126.7;25.46;53.58;73.98;26.25;136.7;419.15;598.0;72.9;137.6;22.69;51.38;9.22;11.048;190.05;31.75;2.381;14.008;14.695;13.175;74.49;90.22;31.655;7.212;3.464;93.06;221.5;133.52;73.52;74.22;36.5;68.29;118.64;180.5;265.9;50.01;122.0;291.55;14.61;34.285;49.975;141.15
161.2;263.9;99.22;5.054;3.806;267.95;43.77;6.337;50.38;126.3;25.47;52.94;74.62;26.31;136.25;419.1;600.9;73.26;138.0;22.54;51.36;9.178;10.948;185.3;31.81;2.3495;14.106;14.69;13.26;74.4;90.78;31.335;7.211;3.447;92.82;219.05;134.04;72.58;73.32;35.74;67.27;116.36;176.64;262.6;49.78;120.46;291.95;14.614;33.8;49.07;139.4
161.2;263.0;98.72;5.032;3.7745;263.1;43.535;6.345;50.44;125.45;25.135;52.68;74.76;25.88;136.1;415.15;590.8;72.6;136.45;22.54;50.96;9.132;10.862;183.6;31.53;2.34;14.316;14.705;13.19;74.27;91.35;31.08;7.226;;92.7;217.7;133.46;71.74;73.05;35.59;66.27;115.82;176.62;262.7;49.365;119.56;289.65;14.578;33.625;48.805;138.35
160.55;259.6;98.04;5.01;3.7565;268.4;43.775;6.249;50.11;124.9;25.29;52.66;74.06;25.85;137.05;416.0;596.3;73.28;137.7;22.46;50.51;8.954;10.924;185.3;31.93;2.345;14.32;14.89;13.2;74.06;91.03;31.46;7.23;3.5845;92.32;218.2;132.0;72.13;74.22;35.72;66.3;116.56;176.06;264.5;49.475;120.1;294.75;14.606;33.92;49.195;139.15
159.45;261.2;99.92;5.058;3.759;270.7;43.745;6.161;50.24;125.0;25.28;52.78;72.56;25.75;138.9;418.8;597.3;73.08;137.5;22.335;49.82;8.984;11.078;185.85;32.0;2.338;14.206;14.87;13.11;73.46;91.34;31.77;7.27;3.6215;92.56;218.3;134.38;74.0;74.41;35.45;65.73;117.04;176.82;265.0;49.62;120.82;302.85;14.548;34.28;49.47;142.25
159.7;262.8;98.92;5.08;3.7685;272.4;44.69;6.181;49.96;125.5;25.25;52.4;72.7;25.97;141.15;424.5;595.9;74.3;139.45;22.19;50.16;8.83;11.006;188.45;31.87;2.374;14.14;14.81;13.15;73.28;92.0;31.785;7.305;3.6255;91.8;220.7;134.92;74.72;74.36;35.42;66.31;118.4;181.72;268.7;50.32;123.16;310.0;14.85;34.625;49.68;144.1
158.9;263.9;99.42;4.997;3.7175;268.6;44.43;6.179;49.785;125.8;25.355;52.16;72.6;25.9;141.0;423.65;592.1;74.12;138.5;22.475;50.3;8.984;10.844;189.0;31.57;2.357;14.1;14.755;13.12;73.63;92.72;31.435;7.417;3.6535;92.14;220.25;134.42;75.36;74.57;35.02;65.83;116.0;185.52;267.8;50.07;123.76;309.05;14.762;34.05;49.43;144.15
162.8;262.5;99.74;4.9225;3.692;269.05;44.35;6.097;49.56;126.25;25.335;51.93;72.26;25.7;138.8;426.75;593.8;74.44;137.45;22.245;50.26;9.0;10.732;189.7;31.59;2.341;14.04;14.8;13.055;72.66;92.07;31.435;7.4;3.6695;91.86;219.65;135.12;74.73;73.63;35.4;65.79;115.76;185.28;267.6;49.57;123.76;309.15;14.652;33.725;48.895;143.25
165.7;263.8;100.4;4.859;3.619;269.5;44.895;6.066;49.16;127.0;24.685;52.17;71.4;25.3;139.85;431.0;592.1;75.54;137.6;22.275;50.22;9.032;10.758;190.5;31.5;2.347;13.874;14.81;13.04;72.03;91.27;31.435;7.4;3.6275;92.62;218.85;135.1;74.54;73.3;35.27;64.76;116.4;185.22;267.5;48.135;123.6;313.25;14.64;34.13;48.455;143.35
167.25;269.4;100.55;4.7765;3.5825;271.45;44.705;6.037;48.58;126.8;24.18;50.96;72.44;25.22;142.1;431.45;594.6;76.1;139.25;22.26;50.52;9.21;10.58;189.8;31.38;2.32;13.798;14.9;13.03;71.88;91.72;30.95;7.421;3.659;92.34;217.2;134.26;75.32;72.19;34.59;64.35;115.74;182.62;267.4;48.415;123.0;316.05;14.68;34.26;47.24;144.5
167.5;269.8;100.45;4.7875;3.634;270.2;44.59;6.1;48.79;127.35;24.2;50.59;73.5;25.31;142.1;431.9;605.1;76.7;141.0;22.09;50.68;9.312;10.62;190.2;31.28;2.3225;13.888;14.98;12.855;71.8;91.61;30.61;7.611;3.7725;92.62;217.35;133.4;74.76;71.17;34.59;64.39;116.06;179.92;267.4;48.04;122.44;313.9;14.696;34.395;46.875;145.0
170.6;275.3;102.4;4.8065;3.6775;270.9;45.03;6.15;48.505;129.4;24.375;50.75;73.7;25.21;144.7;439.05;610.2;78.6;142.55;22.565;51.07;9.404;10.62;192.15;31.75;2.3365;13.916;15.195;13.03;72.04;92.19;30.65;7.725;3.749;94.22;219.65;136.78;75.25;71.06;34.83;64.52;117.1;181.36;268.6;48.45;125.96;311.65;14.68;34.05;46.69;146.45
